adm1+name,adm1+pcode,adm2+pcode,adm2+name,affected+idps+ind,affected+idps+hh,adm1+origin+name,adm1+origin+pcode,adm2+origin+pcode,adm2+origin+name
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,85,17,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,30,6,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,25,5,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,35,7,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,45,9,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,65,13,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,60,12,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,55,11,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,60,12,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,105,21,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,160,32,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,100,20,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,145,29,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,125,25,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,75,15,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15030,Medani Al Kubra,375,75,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,300,60,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,270,54,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15030,Medani Al Kubra,210,42,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15030,Medani Al Kubra,95,19,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15030,Medani Al Kubra,275,55,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,330,66,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,290,58,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,225,45,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,180,36,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15030,Medani Al Kubra,120,24,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15030,Medani Al Kubra,1250,250,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,955,191,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,725,145,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15030,Medani Al Kubra,495,99,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15030,Medani Al Kubra,285,57,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15030,Medani Al Kubra,190,38,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,175,35,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,225,45,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,60,12,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,170,34,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,115,23,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,100,20,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,150,30,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15030,Medani Al Kubra,150,30,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15030,Medani Al Kubra,75,15,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,75,15,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15030,Medani Al Kubra,50,10,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,50,10,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15030,Medani Al Kubra,125,25,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,100,20,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15030,Medani Al Kubra,100,20,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,100,20,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15030,Medani Al Kubra,50,10,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15030,Medani Al Kubra,50,10,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,190,34,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,30,6,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15030,Medani Al Kubra,100,20,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,75,15,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,50,10,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,50,10,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15030,Medani Al Kubra,25,5,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,25,5,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,350,70,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,450,90,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,225,45,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15030,Medani Al Kubra,100,20,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,140,28,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,110,22,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,100,20,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,100,20,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,115,23,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,135,27,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,50,10,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,50,10,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15030,Medani Al Kubra,175,35,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,100,20,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15030,Medani Al Kubra,100,20,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,100,20,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,125,25,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,75,15,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,75,15,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,320,64,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,280,56,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15030,Medani Al Kubra,235,47,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,165,33,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,205,41,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,65,13,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15030,Medani Al Kubra,55,11,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,125,25,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,100,20,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,175,35,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,325,65,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,125,25,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15030,Medani Al Kubra,75,15,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,300,60,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,100,20,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,185,37,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15030,Medani Al Kubra,75,15,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,75,15,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,145,29,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,125,25,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,375,75,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,250,50,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,150,30,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15030,Medani Al Kubra,325,65,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,200,40,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15030,Medani Al Kubra,250,50,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,250,50,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15030,Medani Al Kubra,250,50,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,125,25,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,75,15,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15030,Medani Al Kubra,200,40,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15030,Medani Al Kubra,150,30,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,175,35,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,125,25,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,300,60,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,125,25,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15030,Medani Al Kubra,100,20,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,250,50,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,150,30,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,100,20,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15030,Medani Al Kubra,175,35,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,175,35,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,150,30,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15030,Medani Al Kubra,200,40,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15030,Medani Al Kubra,200,40,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,75,15,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15030,Medani Al Kubra,50,10,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,100,20,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,50,10,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,300,60,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,175,35,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,350,65,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15030,Medani Al Kubra,150,30,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15030,Medani Al Kubra,225,45,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,175,35,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15030,Medani Al Kubra,250,50,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15030,Medani Al Kubra,150,30,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,480,96,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,430,86,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,260,52,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,100,20,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,100,20,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,325,65,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,175,35,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,100,20,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,85,17,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,65,13,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,150,30,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,100,20,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,385,77,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,320,64,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,355,71,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,300,60,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,180,36,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,165,33,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,90,18,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,75,15,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,25,5,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,25,5,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,50,10,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,50,10,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,85,17,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,65,13,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,50,10,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,50,10,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,75,15,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,75,15,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,150,30,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,100,20,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,100,20,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,100,20,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,75,15,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,75,15,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,90,18,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,60,12,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,100,20,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,50,10,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,50,10,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,50,10,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,85,17,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,50,10,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,40,8,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,35,7,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15032,Um Algura,500,100,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15032,Um Algura,435,87,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15032,Um Algura,315,63,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15032,Um Algura,525,105,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15032,Um Algura,490,98,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15032,Um Algura,410,82,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15032,Um Algura,325,65,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15032,Um Algura,400,80,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15032,Um Algura,340,68,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15032,Um Algura,260,52,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15032,Um Algura,250,50,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15032,Um Algura,150,30,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15032,Um Algura,100,20,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15032,Um Algura,300,60,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15032,Um Algura,250,50,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15032,Um Algura,250,50,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15032,Um Algura,50,10,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15032,Um Algura,50,10,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15032,Um Algura,60,12,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15032,Um Algura,60,12,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15032,Um Algura,150,30,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15032,Um Algura,50,10,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15032,Um Algura,265,53,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15032,Um Algura,250,50,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15032,Um Algura,200,40,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15032,Um Algura,65,13,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15032,Um Algura,50,10,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15032,Um Algura,150,30,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15032,Um Algura,75,15,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15032,Um Algura,75,15,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15032,Um Algura,100,30,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15032,Um Algura,100,20,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15032,Um Algura,100,20,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15032,Um Algura,125,25,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15032,Um Algura,125,25,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15032,Um Algura,250,50,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15032,Um Algura,250,50,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15032,Um Algura,250,50,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15032,Um Algura,250,50,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15032,Um Algura,200,40,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15032,Um Algura,150,30,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15032,Um Algura,150,30,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15032,Um Algura,125,25,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15032,Um Algura,100,20,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15032,Um Algura,50,20,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15032,Um Algura,100,20,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15032,Um Algura,75,15,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15032,Um Algura,75,15,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15032,Um Algura,70,14,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15032,Um Algura,70,14,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15032,Um Algura,50,10,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15032,Um Algura,50,10,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15032,Um Algura,25,6,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15032,Um Algura,30,6,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15032,Um Algura,375,75,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15032,Um Algura,225,45,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15032,Um Algura,150,30,Khartoum,SD01,SD01005,Karrari
Aj Jazirah,SD15,SD15032,Um Algura,50,10,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15032,Um Algura,50,10,Khartoum,SD01,SD01002,Um Bada
Sennar,SD14,SD14037,Abu Hujar,610,122,Khartoum,SD01,SD01001,Jebel Awlia
Sennar,SD14,SD14037,Abu Hujar,550,110,Khartoum,SD01,SD01006,Um Durman
Sennar,SD14,SD14037,Abu Hujar,440,88,Khartoum,SD01,SD01004,Sharg An Neel
Sennar,SD14,SD14037,Abu Hujar,630,126,Khartoum,SD01,SD01006,Um Durman
Sennar,SD14,SD14037,Abu Hujar,545,109,Khartoum,SD01,SD01007,Khartoum
Sennar,SD14,SD14037,Abu Hujar,500,100,Khartoum,SD01,SD01001,Jebel Awlia
Sennar,SD14,SD14037,Abu Hujar,690,138,Khartoum,SD01,SD01006,Um Durman
Sennar,SD14,SD14037,Abu Hujar,535,107,Khartoum,SD01,SD01007,Khartoum
Sennar,SD14,SD14037,Abu Hujar,485,97,Khartoum,SD01,SD01004,Sharg An Neel
Sennar,SD14,SD14037,Abu Hujar,585,117,Khartoum,SD01,SD01001,Jebel Awlia
Sennar,SD14,SD14037,Abu Hujar,535,107,Khartoum,SD01,SD01006,Um Durman
Sennar,SD14,SD14037,Abu Hujar,455,91,Khartoum,SD01,SD01007,Khartoum
Sennar,SD14,SD14037,Abu Hujar,650,130,Khartoum,SD01,SD01001,Jebel Awlia
Sennar,SD14,SD14037,Abu Hujar,530,106,Khartoum,SD01,SD01006,Um Durman
Sennar,SD14,SD14037,Abu Hujar,435,87,Khartoum,SD01,SD01004,Sharg An Neel
Sennar,SD14,SD14037,Abu Hujar,630,126,Khartoum,SD01,SD01006,Um Durman
Sennar,SD14,SD14037,Abu Hujar,530,106,Khartoum,SD01,SD01001,Jebel Awlia
Sennar,SD14,SD14037,Abu Hujar,480,96,Khartoum,SD01,SD01007,Khartoum
Sennar,SD14,SD14037,Abu Hujar,635,127,Khartoum,SD01,SD01001,Jebel Awlia
Sennar,SD14,SD14037,Abu Hujar,585,117,Khartoum,SD01,SD01006,Um Durman
Sennar,SD14,SD14037,Abu Hujar,480,96,Khartoum,SD01,SD01007,Khartoum
Sennar,SD14,SD14037,Abu Hujar,615,123,Khartoum,SD01,SD01006,Um Durman
