Year,month,Departament,Municipality,IDPs
2013,December,Nariño,Tumaco,287
2013,December,Valle del Cauca,Buenaventura,35
2013,December,Valle del Cauca,Buenaventura,25
2013,December,Córdoba,Puerto Libertador,105
2013,December,Chocó,Novita,115
2013,November,Antioquia,Zaragoza,216
2013,September,Córdoba,Tierralta,52
2013,September,Norte de Santander,Cúcuta,270
2013,September,Norte de Santander,Cúcuta,90
2013,September,Norte de Santander,Cúcuta,160
2013,August,Antioquia,Apartadó,70
2013,August,Antioquia,Amalfi,485
2013,August,Chocó,Ríosucio,85
2013,August,Córdoba,Tierralta,8
2013,August,Córdoba,Tierralta,17
2013,August,Córdoba,Tierralta,19
2013,June,Guaviare,San José del Guaviare,0
2013,May,Antioquia,Medellín,57
2013,May,Antioquia,Medellín,98
2013,May,Antioquia,Medellín,147
2013,May,Putumayo,Villagarzón,50
2013,March,Antioquia,Turbo,44
2013,January,Córdoba,Tierralta,84
2013,January,Córdoba,Tierralta,80
2013,January,Córdoba,Tierralta,53
2013,January,Córdoba,Tierralta,2
2013,February,Chocó,Bajo Baudó (Pizarro),52
2013,February,Chocó,Bajo Baudó (Pizarro),75
2014,July,Putumayo,Puerto Asís,315
2014,June,Chocó,Nuquí,270
2014,January,Risaralda,Mistrató,50
2014,August,La Guajira,Fonseca,144
2014,August,Nariño,Tumaco,131
2014,September,Chocó,El Litoral de San Juan,60
2014,September,Chocó,El Litoral de San Juan,8
2014,September,Chocó,El Litoral de San Juan,5
2014,September,Nariño,Tumaco,85
2014,September,Nariño,Tumaco,577
2014,July,Norte de Santander,San Calixto,356
2014,September,Nariño,Policarpa,223
2014,September,Cauca,Guapí,313
2014,September,Cauca,Guapí,62
2014,September,Córdoba,Puerto Libertador,20
2014,September,Córdoba,Puerto Libertador,17
2014,September,Córdoba,Puerto Libertador,10
2014,September,Córdoba,Puerto Libertador,22
2014,September,Valle del Cauca,Bolívar,56
2014,September,Valle del Cauca,Bolívar,4
2014,August,La Guajira,Riohacha,165
2014,July,Chocó,Nuquí,65
2014,January,Putumayo,Puerto Asís,165
2014,July,Nariño,Tumaco,150
2014,September,Valle del Cauca,Buenaventura,70
2014,September,Valle del Cauca,Buenaventura,45
2014,September,Valle del Cauca,Buenaventura,40
2014,September,Valle del Cauca,Buenaventura,36
2014,September,Valle del Cauca,Buenaventura,48
2014,September,Valle del Cauca,Buenaventura,40
2014,September,Valle del Cauca,Buenaventura,320
2014,September,Valle del Cauca,Buenaventura,34
2014,September,Valle del Cauca,Buenaventura,148
2014,September,Valle del Cauca,Buenaventura,15
2014,September,Valle del Cauca,Buenaventura,121
2014,September,Valle del Cauca,Buenaventura,38
2014,September,Valle del Cauca,Buenaventura,141
2014,September,Valle del Cauca,Buenaventura,26
2014,September,Valle del Cauca,Buenaventura,105
2014,September,Cauca,López (Micay),80
2014,October,Magdalena,Remolino,0
2014,August,Córdoba,Puerto Libertador,122
2014,October,Cauca,Guapí,202
2014,May,Chocó,Alto Baudó (Pie de Pato),46
2014,August,Chocó,Alto Baudó (Pie de Pato),55
2014,November,Cauca,Caloto,11
2014,November,Cauca,Caloto,23
2014,November,Cauca,Caloto,13
2014,November,Cauca,Caloto,2
2014,November,Cauca,Caloto,12
2014,November,Nariño,Francisco Pizarro,272
2014,November,Cauca,Timbiquí,0
2014,November,Chocó,El Litoral de San Juan,193
2014,November,Chocó,El Litoral de San Juan,16
2014,November,Chocó,El Litoral de San Juan,10
2014,November,Chocó,El Litoral de San Juan,10
2014,November,Chocó,El Litoral de San Juan,10
2014,November,Valle del Cauca,Buenaventura,260
2014,November,Valle del Cauca,Buenaventura,11
2014,November,Valle del Cauca,Buenaventura,13
2014,December,Chocó,Medio Atrato,395
2014,December,Chocó,Quibdó,94
2014,December,Chocó,El Litoral de San Juan,0
2014,October,Chocó,El Litoral de San Juan,65
2014,October,Chocó,El Litoral de San Juan,16
2014,October,Chocó,El Litoral de San Juan,17
2014,October,Chocó,El Litoral de San Juan,9
2014,October,Chocó,El Litoral de San Juan,19
2015,January,Nariño,Cumbitara,103
2014,December,Nariño,Barbacoas,74
2015,February,Antioquia,Vigía del Fuerte,0
2015,February,Cauca,Caloto,314
2015,February,Norte de Santander,San Calixto,0
2015,February,Cauca,Caloto,280
2014,December,Nariño,El Charco,0
2015,February,Chocó,Bajo Baudó (Pizarro),193
2015,February,Chocó,Bajo Baudó (Pizarro),462
2015,March,Antioquia,Zaragoza,158
2015,March,Cauca,Timbiquí,909
2015,March,Antioquia,Turbo,223
2015,March,Antioquia,Toledo,77
2015,March,Antioquia,Toledo,8
2015,April,Norte de Santander,Hacarí,112
2015,February,Cauca,Caloto,60
2015,April,Chocó,Bagadó,654
2015,April,Antioquia,Angostura,256
2015,May,Antioquia,Zaragoza,529
2015,May,Cauca,Guapí,467
2015,May,Chocó,El Carmen de Atrato,171
2015,May,Cauca,López (Micay),326
2015,June,Norte de Santander,Sardinata,0
2015,June,Cauca,López (Micay),327
2015,May,Nariño,El Charco,400
2015,June,Chocó,El Litoral de San Juan,142
2015,June,Nariño,Cumbitara,236
2015,April,Nariño,Samaniego,66
2015,June,Antioquia,Urrao,432
2015,July,Cauca,Argelia,112
2015,July,Norte de Santander,Tibú,217
2015,July,Nariño,Policarpa,71
2015,July,Norte de Santander,El Tarra,556
2015,July,Norte de Santander,Tibú,400
2015,July,Putumayo,Puerto Asís,0
2015,August,Antioquia,Chigorodó,575
2015,July,Chocó,Bajo Baudó (Pizarro),197
2015,August,Norte de Santander,La Playa,0
2015,August,Meta,Puerto Concordia,247
2015,September,Chocó,El Carmen de Atrato,239
2015,September,Cauca,Morales,540
2015,September,Cauca,Morales,40
2015,September,Cauca,Morales,200
2015,September,Cauca,Morales,10
2015,November,Antioquia,Apartadó,120
2015,November,Cauca,Argelia,80
2015,November,Chocó,Ríosucio,143
2015,December,Chocó,El Litoral de San Juan,118
2015,December,Chocó,El Litoral de San Juan,6
2015,December,Chocó,El Litoral de San Juan,223
2015,December,Chocó,El Litoral de San Juan,236
2016,January,Antioquia,El Bagre,570
2016,January,Córdoba,Puerto Libertador,127
2016,January,Córdoba,Puerto Libertador,25
2016,February,Chocó,Alto Baudó (Pie de Pato),182
2016,February,Chocó,Alto Baudó (Pie de Pato),454
2016,February,Nariño,Tumaco,300
2016,February,Chocó,Alto Baudó (Pie de Pato),250
2016,February,Chocó,Alto Baudó (Pie de Pato),13
2016,February,Chocó,Alto Baudó (Pie de Pato),17
2016,February,Chocó,Alto Baudó (Pie de Pato),19
2016,March,Valle del Cauca,Buenaventura,5
2016,March,Valle del Cauca,Buenaventura,30
2016,March,Valle del Cauca,Buenaventura,15
2016,March,Valle del Cauca,Buenaventura,17
2016,March,Chocó,El Litoral de San Juan,31
2016,March,Chocó,El Litoral de San Juan,1130
2016,April,Chocó,El Litoral de San Juan,251
2016,April,Chocó,El Litoral de San Juan,216
2016,March,Chocó,El Litoral de San Juan,56
2016,March,Chocó,Medio Baudó,210
2016,March,Chocó,Medio Baudó,449
2016,April,Chocó,Bajo Baudó (Pizarro),359
2016,March,Chocó,El Litoral de San Juan,682
2016,March,Chocó,El Litoral de San Juan,216
2016,March,Chocó,El Litoral de San Juan,28
2016,May,Cauca,López (Micay),38
2016,May,Cauca,López (Micay),16
2016,May,Cauca,López (Micay),25
2016,May,Cauca,López (Micay),26
2016,May,Chocó,El Litoral de San Juan,251
2016,May,Chocó,El Litoral de San Juan,216
2016,May,Valle del Cauca,Buenaventura,27
2016,July,Córdoba,Puerto Libertador,49
2016,August,Norte de Santander,Teorama,88
2016,August,Chocó,Lloró,348
2016,August,Chocó,El Litoral de San Juan,44
2016,August,Chocó,El Litoral de San Juan,38
2016,August,Chocó,El Litoral de San Juan,38
2016,May,Norte de Santander,Hacarí,567
2016,August,Norte de Santander,El Tarra,268
2016,August,Nariño,Santa Bárbara (Iscuandé),18
2016,August,Nariño,Santa Bárbara (Iscuandé),35
2016,August,Nariño,Santa Bárbara (Iscuandé),28
2016,August,Nariño,Santa Bárbara (Iscuandé),30
2016,August,Nariño,Santa Bárbara (Iscuandé),28
2016,August,Córdoba,Puerto Libertador,66
2016,August,Norte de Santander,Sardinata,83
2016,August,Norte de Santander,Sardinata,69
2016,August,Norte de Santander,Sardinata,125
2016,August,Norte de Santander,Sardinata,85
2016,July,Norte de Santander,El Carmen,69
2016,July,Norte de Santander,El Carmen,66
2016,September,Córdoba,San José de Uré,46
2016,August,Nariño,Barbacoas,30
2016,August,Nariño,Barbacoas,26
2016,August,Nariño,Barbacoas,11
2016,August,Nariño,Barbacoas,21
2016,April,Chocó,Bajo Baudó (Pizarro),92
2016,September,Tolima,Rovira,0
2016,October,Risaralda,Pueblo Rico,136
2016,October,Risaralda,Pueblo Rico,103
2016,October,Chocó,El Litoral de San Juan,170
2016,November,Norte de Santander,Puerto Santander,0
2016,November,Norte de Santander,San Calixto,145
2016,November,Norte de Santander,San Calixto,44
2016,November,Norte de Santander,San Calixto,59
2016,November,Chocó,Tadó,0
2016,November,Nariño,Tumaco,84
2016,November,Nariño,Tumaco,62
2016,November,Nariño,Tumaco,67
2016,November,Nariño,Tumaco,65
2016,December,Chocó,Bahía Solano (Mútis),31
2016,December,Chocó,Bahía Solano (Mútis),100
2016,December,Chocó,Bahía Solano (Mútis),196
2017,January,Nariño,Tumaco,336
2017,January,Valle del Cauca,Buenaventura,0
2017,February,Chocó,Lloró,0
2017,February,Valle del Cauca,Buenaventura,63
2017,February,Valle del Cauca,Buenaventura,58
2017,February,Valle del Cauca,Buenaventura,32
2017,February,Norte de Santander,Teorama,51
2017,February,Norte de Santander,Teorama,11
2017,February,Norte de Santander,Teorama,54
2017,February,Norte de Santander,Teorama,5
2017,February,Cauca,Timbiquí,0
2017,February,Chocó,El Litoral de San Juan,1146
2017,February,Nariño,Santa Bárbara (Iscuandé),34
2017,February,Nariño,Santa Bárbara (Iscuandé),36
2017,February,Nariño,Santa Bárbara (Iscuandé),35
2017,February,Nariño,Santa Bárbara (Iscuandé),44
2017,February,Chocó,El Litoral de San Juan,106
2017,February,Chocó,Bajo Baudó (Pizarro),37
2017,March,Chocó,Alto Baudó (Pie de Pato),725
2017,March,Chocó,Lloró,38
2017,March,Chocó,El Litoral de San Juan,89
2017,March,Chocó,El Litoral de San Juan,22
2017,March,Chocó,El Litoral de San Juan,23
2017,March,Chocó,Lloró,93
2017,March,Chocó,Lloró,88
2017,March,Valle del Cauca,Calí,48
2017,March,Nariño,Mosquera,120
2017,March,Nariño,Francisco Pizarro,210
2017,March,Chocó,El Litoral de San Juan,43
2017,March,Chocó,El Litoral de San Juan,18
2017,March,Norte de Santander,Sardinata,10
2017,March,Norte de Santander,Sardinata,12
2017,March,Norte de Santander,Sardinata,0
2017,March,Chocó,Ríosucio,640
2017,March,Chocó,Ríosucio,320
2017,March,Valle del Cauca,Buenaventura,146
2017,April,Norte de Santander,El Carmen,0
2017,April,Norte de Santander,Sardinata,46
2017,April,Norte de Santander,Sardinata,34
2017,April,Norte de Santander,Sardinata,63
2017,April,Norte de Santander,Sardinata,34
2017,April,Norte de Santander,Hacarí,76
2017,April,Norte de Santander,Hacarí,84
2017,April,Norte de Santander,Hacarí,10
2017,April,Nariño,Santa Bárbara (Iscuandé),56
2017,April,Nariño,Santa Bárbara (Iscuandé),30
2017,April,Nariño,Santa Bárbara (Iscuandé),52
2017,April,Nariño,Santa Bárbara (Iscuandé),44
2017,April,Norte de Santander,El Carmen,472
2017,April,Norte de Santander,El Carmen,143
2017,April,Norte de Santander,El Carmen,463
2017,April,Norte de Santander,El Carmen,139
2017,January,Valle del Cauca,Buenaventura,0
2017,April,Risaralda,Pueblo Rico,816
2017,May,Chocó,Bahía Solano (Mútis),14
2017,May,Chocó,Bahía Solano (Mútis),12
2017,May,Chocó,Bahía Solano (Mútis),19
2017,May,Nariño,Santa Bárbara (Iscuandé),206
2017,May,Chocó,Tadó,279
2017,March,Chocó,Carmen del Darién (CURVARADÓ),115
2017,June,Chocó,Tadó,24
2017,June,Chocó,Tadó,19
2017,June,Chocó,Tadó,15
2017,June,Chocó,Tadó,22
2017,July,Norte de Santander,Hacarí,83
2017,July,Norte de Santander,Hacarí,29
2017,July,Norte de Santander,Hacarí,82
2017,July,Norte de Santander,Hacarí,42
2017,July,Chocó,Ríosucio,160
2017,July,Antioquia,Medellín,146
2017,July,Norte de Santander,Hacarí,45
2017,July,Norte de Santander,Hacarí,43
2017,August,Nariño,Barbacoas,92
2017,August,Nariño,Tumaco,96
2017,August,Nariño,Tumaco,107
2017,August,Nariño,Tumaco,186
2017,September,Nariño,Barbacoas,61
2017,September,Nariño,Barbacoas,42
2017,August,Chocó,Unguía,21
2017,August,Chocó,Unguía,32
2017,March,Arauca,Tame,40
2017,September,Nariño,Santa Bárbara (Iscuandé),56
2017,September,Nariño,Santa Bárbara (Iscuandé),82
2017,September,Nariño,Santa Bárbara (Iscuandé),52
2017,September,Nariño,Santa Bárbara (Iscuandé),71
2017,May,Antioquia,Remedios,61
2017,August,Antioquia,Medellín,90
2017,September,Norte de Santander,Hacarí,44
2017,September,Norte de Santander,Hacarí,14
2017,September,Norte de Santander,Hacarí,35
2017,September,Norte de Santander,Hacarí,31
2017,September,Nariño,El Charco,660
2017,October,Nariño,Tumaco,35
2017,October,Nariño,Tumaco,16
2017,October,Nariño,Tumaco,1600
2017,October,Chocó,Medio Baudó,111
2017,October,Chocó,Medio Baudó,92
2017,October,Chocó,Medio Baudó,92
2017,October,Chocó,Alto Baudó (Pie de Pato),1556
2017,November,Valle del Cauca,Buenaventura,48
2017,November,Nariño,Tumaco,60
2017,November,Nariño,Barbacoas,56
2017,November,Nariño,Tumaco,243
2017,November,Córdoba,Tierralta,733
2017,November,Nariño,Magüi (Payán),60
2017,November,Nariño,Magüi (Payán),49
2017,November,Nariño,Magüi (Payán),55
2017,November,Nariño,Magüi (Payán),45
2017,December,Putumayo,Puerto Asís,19
2017,December,Putumayo,Puerto Asís,9
2017,December,Cauca,Suárez,927
2017,December,Nariño,Mosquera,80
2018,January,Chocó,Ríosucio,48
2017,September,Antioquia,Medellín,63
2018,January,Nariño,Magüi (Payán),73
2018,January,Nariño,Magüi (Payán),48
2018,January,Nariño,Magüi (Payán),41
2018,January,Nariño,Magüi (Payán),26
2018,January,Nariño,Magüi (Payán),57
2018,January,Córdoba,San José de Uré,140
2018,January,Córdoba,San José de Uré,276
2018,January,Córdoba,San José de Uré,61
2018,January,Antioquia,Cáceres,531
2018,January,Nariño,Cumbal,570
2017,March,Chocó,Alto Baudó (Pie de Pato),165
2017,March,Chocó,Alto Baudó (Pie de Pato),92
2017,March,Chocó,Alto Baudó (Pie de Pato),64
2017,August,Chocó,Carmen del Darién (CURVARADÓ),492
2017,June,Putumayo,Puerto Guzmán,60
2018,January,Antioquia,Tarazá,150
2018,January,Guaviare,San José del Guaviare,65
2018,February,Norte de Santander,El Tarra,80
2018,February,Norte de Santander,El Tarra,27
2018,February,Norte de Santander,El Tarra,72
2018,February,Norte de Santander,El Tarra,32
2017,December,Nariño,Tumaco,190
2018,February,Chocó,Bagadó,64
2018,February,Antioquia,Cáceres,903
2017,December,Chocó,Quibdó,0
2018,February,Córdoba,San José de Uré,80
2018,February,Antioquia,Ituango,99
2018,January,Antioquia,Cáceres,154
2018,March,Antioquia,Caucasia,223
2018,March,Antioquia,Cáceres,19
2018,March,Nariño,Roberto Payán (San José),76
2018,March,Nariño,Roberto Payán (San José),36
2018,March,Nariño,Roberto Payán (San José),93
2018,March,Nariño,Roberto Payán (San José),107
2018,March,Nariño,Roberto Payán (San José),72
2018,March,Nariño,Roberto Payán (San José),89
2018,February,Chocó,Ríosucio,154
2018,March,Norte de Santander,San Calixto,0
2018,March,Norte de Santander,Hacarí,600
2018,March,Norte de Santander,Hacarí,231
2018,March,Norte de Santander,Hacarí,723
2018,March,Norte de Santander,Hacarí,272
2018,March,Arauca,Tame,59
2018,April,Norte de Santander,San Calixto,154
2018,April,Norte de Santander,San Calixto,96
2018,April,Norte de Santander,San Calixto,152
2018,April,Norte de Santander,San Calixto,98
2018,March,Antioquia,Tarazá,110
2018,March,Antioquia,Tarazá,169
2018,April,Antioquia,Tarazá,221
2018,March,Nariño,Mosquera,33
2018,March,Nariño,Mosquera,15
2018,March,Nariño,Mosquera,34
2018,March,Nariño,Mosquera,13
2018,April,Antioquia,Zaragoza,83
2018,April,Norte de Santander,San Calixto,30
2018,April,Norte de Santander,San Calixto,9
2018,April,Norte de Santander,San Calixto,26
2018,April,Norte de Santander,San Calixto,7
2018,April,Norte de Santander,Hacarí,210
2018,April,Norte de Santander,Hacarí,86
2018,April,Norte de Santander,Hacarí,229
2018,April,Norte de Santander,Hacarí,85
2018,April,Norte de Santander,Hacarí,92
2018,April,Norte de Santander,Hacarí,44
2018,April,Norte de Santander,Hacarí,107
2018,April,Norte de Santander,Hacarí,49
2018,April,Norte de Santander,San Calixto,34
2018,April,Norte de Santander,San Calixto,14
2018,April,Norte de Santander,San Calixto,47
2018,April,Norte de Santander,San Calixto,19
2018,April,Norte de Santander,San Calixto,20
2018,April,Norte de Santander,San Calixto,6
2018,April,Norte de Santander,San Calixto,18
2018,April,Norte de Santander,San Calixto,12
2018,April,Norte de Santander,San Calixto,26
2018,April,Norte de Santander,San Calixto,10
2018,April,Norte de Santander,San Calixto,34
2018,April,Norte de Santander,San Calixto,10
2018,April,Norte de Santander,San Calixto,44
2018,April,Norte de Santander,San Calixto,18
2018,April,Norte de Santander,San Calixto,60
2018,April,Norte de Santander,San Calixto,17
2018,April,Norte de Santander,San Calixto,45
2018,April,Norte de Santander,San Calixto,24
2018,April,Norte de Santander,San Calixto,60
2018,April,Norte de Santander,San Calixto,24
2018,April,Norte de Santander,San Calixto,116
2018,April,Norte de Santander,San Calixto,38
2018,April,Norte de Santander,San Calixto,135
2018,April,Norte de Santander,San Calixto,50
2018,April,Norte de Santander,San Calixto,48
2018,April,Norte de Santander,San Calixto,27
2018,April,Norte de Santander,San Calixto,53
2018,April,Norte de Santander,San Calixto,22
2018,April,Norte de Santander,San Calixto,16
2018,April,Norte de Santander,San Calixto,10
2018,April,Norte de Santander,San Calixto,22
2018,April,Norte de Santander,San Calixto,8
2018,April,Norte de Santander,San Calixto,90
2018,April,Norte de Santander,San Calixto,34
2018,April,Norte de Santander,San Calixto,93
2018,April,Norte de Santander,San Calixto,37
2018,April,Norte de Santander,San Calixto,70
2018,April,Norte de Santander,San Calixto,29
2018,April,Norte de Santander,San Calixto,68
2018,April,Norte de Santander,San Calixto,35
2018,April,Norte de Santander,San Calixto,57
2018,April,Norte de Santander,San Calixto,21
2018,April,Norte de Santander,San Calixto,61
2018,April,Norte de Santander,San Calixto,23
2018,April,Norte de Santander,San Calixto,184
2018,April,Norte de Santander,San Calixto,57
2018,April,Norte de Santander,San Calixto,235
2018,April,Norte de Santander,San Calixto,69
2018,April,Norte de Santander,San Calixto,35
2018,April,Norte de Santander,San Calixto,11
2018,April,Norte de Santander,San Calixto,55
2018,April,Norte de Santander,San Calixto,13
2018,April,Norte de Santander,San Calixto,53
2018,April,Norte de Santander,San Calixto,19
2018,April,Norte de Santander,San Calixto,68
2018,April,Norte de Santander,San Calixto,25
2018,April,Norte de Santander,San Calixto,235
2018,April,Norte de Santander,San Calixto,98
2018,April,Norte de Santander,San Calixto,265
2018,April,Norte de Santander,San Calixto,105
2018,April,Norte de Santander,San Calixto,26
2018,April,Norte de Santander,San Calixto,6
2018,April,Norte de Santander,San Calixto,34
2018,April,Norte de Santander,San Calixto,6
2018,April,Norte de Santander,San Calixto,125
2018,April,Norte de Santander,San Calixto,35
2018,April,Norte de Santander,San Calixto,115
2018,April,Norte de Santander,San Calixto,25
2018,April,Norte de Santander,San Calixto,48
2018,April,Norte de Santander,San Calixto,29
2018,April,Norte de Santander,San Calixto,70
2018,April,Norte de Santander,San Calixto,20
2018,April,Norte de Santander,San Calixto,32
2018,April,Norte de Santander,San Calixto,8
2018,April,Norte de Santander,San Calixto,36
2018,April,Norte de Santander,San Calixto,9
2018,April,Norte de Santander,Tibú,35
2018,April,Norte de Santander,Tibú,22
2018,April,Norte de Santander,Tibú,34
2018,April,Norte de Santander,Tibú,14
2018,April,Norte de Santander,Teorama,32
2018,April,Norte de Santander,Teorama,18
2018,April,Norte de Santander,Teorama,30
2018,April,Norte de Santander,Teorama,11
2018,April,Norte de Santander,Teorama,26
2018,April,Norte de Santander,Teorama,17
2018,April,Norte de Santander,Teorama,19
2018,April,Norte de Santander,Teorama,9
2018,April,Norte de Santander,La Playa,161
2018,April,Norte de Santander,La Playa,102
2018,April,Norte de Santander,La Playa,208
2018,April,Norte de Santander,La Playa,97
2018,April,Norte de Santander,La Playa,365
2018,April,Norte de Santander,La Playa,188
2018,April,Norte de Santander,La Playa,296
2018,April,Norte de Santander,La Playa,176
2018,April,Norte de Santander,Ábrego,24
2018,April,Norte de Santander,Ábrego,18
2018,April,Norte de Santander,Ábrego,21
2018,April,Norte de Santander,Ábrego,15
2018,April,Norte de Santander,Ábrego,159
2018,April,Norte de Santander,Ábrego,137
2018,April,Norte de Santander,Ábrego,214
2018,April,Norte de Santander,Ábrego,140
2018,April,Norte de Santander,Ábrego,138
2018,April,Norte de Santander,Ábrego,51
2018,April,Norte de Santander,Ábrego,126
2018,April,Norte de Santander,Ábrego,55
2018,April,Norte de Santander,Ábrego,164
2018,April,Norte de Santander,Ábrego,99
2018,April,Norte de Santander,Ábrego,153
2018,April,Norte de Santander,Ábrego,101
2018,April,Norte de Santander,El Tarra,64
2018,April,Norte de Santander,El Tarra,42
2018,April,Norte de Santander,El Tarra,58
2018,April,Norte de Santander,El Tarra,38
2018,April,Norte de Santander,Ocaña,40
2018,April,Norte de Santander,Ocaña,17
2018,April,Norte de Santander,Ocaña,46
2018,April,Norte de Santander,Ocaña,16
2018,May,Nariño,Tumaco,2
2018,May,Nariño,Tumaco,13
2018,May,Nariño,Tumaco,14
2018,May,Nariño,Tumaco,11
2018,May,Nariño,Tumaco,10
2018,May,Nariño,Roberto Payán (San José),47
2018,May,Nariño,Roberto Payán (San José),50
2018,May,Nariño,Roberto Payán (San José),37
2018,May,Nariño,Roberto Payán (San José),47
2018,May,Nariño,Magüi (Payán),112
2018,May,Nariño,Magüi (Payán),21
2018,May,Nariño,Magüi (Payán),20
2018,May,Norte de Santander,Tibú,138
2018,May,Norte de Santander,Tibú,38
2018,May,Norte de Santander,Tibú,135
2018,May,Norte de Santander,Tibú,33
2018,May,Nariño,Mosquera,96
2018,May,Chocó,Bajo Baudó (Pizarro),690
2018,May,Cauca,López (Micay),155
2018,May,Norte de Santander,Cúcuta,106
2018,May,Meta,Uribe,62
2018,May,Norte de Santander,Tibú,19
2018,May,Norte de Santander,Tibú,13
2018,May,Norte de Santander,Tibú,16
2018,May,Norte de Santander,Tibú,12
2018,May,Valle del Cauca,Buenaventura,356
2018,June,Antioquia,Tarazá,444
2018,May,Nariño,Olaya Herrera,132
2018,June,Norte de Santander,Hacarí,72
2018,June,Norte de Santander,Hacarí,43
2018,June,Norte de Santander,Hacarí,68
2018,June,Norte de Santander,Hacarí,36
2018,June,Chocó,Nuquí,64
2018,July,Nariño,Roberto Payán (San José),18
2018,July,Nariño,Roberto Payán (San José),63
2018,July,Nariño,Roberto Payán (San José),65
2018,July,Nariño,Roberto Payán (San José),58
2018,July,Nariño,Roberto Payán (San José),67
2018,July,Nariño,Roberto Payán (San José),2
2018,July,Nariño,Roberto Payán (San José),65
2018,July,Nariño,Roberto Payán (San José),47
2018,July,Nariño,Roberto Payán (San José),63
2018,July,Nariño,Roberto Payán (San José),67
2018,June,Nariño,Magüi (Payán),13
2018,June,Nariño,Magüi (Payán),6
2018,June,Nariño,Magüi (Payán),10
2018,June,Nariño,Magüi (Payán),14
2018,July,Norte de Santander,Teorama,51
2018,July,Norte de Santander,Teorama,34
2018,July,Norte de Santander,Teorama,46
2018,July,Norte de Santander,Teorama,42
2018,April,Norte de Santander,El Tarra,61
2018,April,Norte de Santander,El Tarra,42
2018,April,Norte de Santander,El Tarra,56
2018,April,Norte de Santander,El Tarra,36
2018,July,Nariño,Roberto Payán (San José),89
2018,July,Nariño,Roberto Payán (San José),80
2018,July,Nariño,Roberto Payán (San José),61
2018,July,Nariño,Roberto Payán (San José),83
2018,July,Nariño,Roberto Payán (San José),101
2018,July,Nariño,Roberto Payán (San José),94
2018,July,Nariño,Roberto Payán (San José),84
2018,July,Nariño,Roberto Payán (San José),90
2018,April,Meta,Acacías,102
2018,May,Norte de Santander,El Carmen,80
2018,July,Nariño,Magüi (Payán),30
2018,July,Nariño,Magüi (Payán),6
2018,July,Nariño,Tumaco,1515
2018,July,Nariño,Tumaco,825
2018,July,Nariño,Tumaco,965
2018,July,Nariño,Tumaco,828
2018,July,Nariño,Olaya Herrera,6
2018,July,Nariño,Olaya Herrera,1
2018,July,Nariño,Olaya Herrera,131
2018,July,Nariño,Olaya Herrera,28
2018,July,Nariño,Olaya Herrera,107
2018,July,Nariño,Olaya Herrera,31
2018,July,Nariño,Olaya Herrera,5
2018,July,Nariño,Olaya Herrera,2
2018,July,Nariño,Olaya Herrera,96
2018,July,Nariño,Olaya Herrera,36
2018,July,Nariño,Olaya Herrera,108
2018,July,Nariño,Olaya Herrera,47
2018,July,Chocó,Juradó,65
2018,August,Chocó,Juradó,160
2018,August,Nariño,Roberto Payán (San José),13
2018,August,Nariño,Roberto Payán (San José),6
2018,August,Nariño,Roberto Payán (San José),12
2018,August,Nariño,Roberto Payán (San José),10
2018,August,Nariño,Barbacoas,177
2018,August,Antioquia,Caucasia,73
2018,August,Nariño,El Charco,167
2018,August,Nariño,El Charco,162
2018,August,Nariño,El Charco,128
2018,May,Valle del Cauca,Buenaventura,108
2018,September,Antioquia,Tarazá,739
2018,September,Chocó,Ríosucio,735
2018,September,Antioquia,Murindó,800
2018,September,Nariño,El Charco,13
2018,September,Nariño,El Charco,6
2018,September,Nariño,El Charco,6
2018,September,Nariño,El Charco,6
2018,September,Nariño,El Charco,5
2018,September,Antioquia,Ituango,362
2018,October,Norte de Santander,San Calixto,297
2018,October,Norte de Santander,San Calixto,56
2018,October,Tolima,Roncesvalles,0
2018,October,Norte de Santander,San Calixto,0
2018,November,Nariño,Olaya Herrera,5
2018,November,Nariño,Olaya Herrera,5
2018,November,Nariño,Olaya Herrera,71
2018,November,Nariño,Olaya Herrera,107
2018,November,Nariño,Olaya Herrera,56
2018,November,Norte de Santander,Hacarí,6
2018,November,Norte de Santander,Hacarí,280
2018,November,Norte de Santander,Hacarí,7
2018,November,Norte de Santander,Hacarí,225
2018,November,Norte de Santander,Hacarí,6
2018,November,Norte de Santander,Hacarí,315
2018,November,Norte de Santander,Hacarí,4
2018,November,Norte de Santander,Hacarí,240
2018,November,Norte de Santander,Hacarí,0
2018,November,Valle del Cauca,Buenaventura,700
2018,October,Nariño,Olaya Herrera,43
2018,November,Norte de Santander,Hacarí,4
2018,November,Norte de Santander,Hacarí,64
2018,November,Norte de Santander,Hacarí,38
2018,November,Norte de Santander,Hacarí,70
2018,November,Norte de Santander,Hacarí,52
2018,October,Nariño,Tumaco,49
2018,October,Nariño,Tumaco,9
2018,November,Cauca,Morales,44
2018,November,Cauca,Morales,63
2018,November,Cauca,Suárez,102
2018,November,Cauca,Suárez,33
2018,November,Cauca,Suárez,129
2018,November,Cauca,Suárez,60
2018,December,Chocó,Bajo Baudó (Pizarro),237
2018,December,Chocó,Bajo Baudó (Pizarro),81
2018,December,Nariño,Tumaco,24
2018,December,Nariño,Tumaco,12
2018,December,Nariño,Tumaco,16
2018,December,Nariño,Tumaco,10
2018,December,Cauca,Suárez,126
2019,January,Antioquia,Tarazá,90
2019,January,Norte de Santander,San Calixto,41
